Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
21.000000	0.00847555	21.000000	0.00973739	21.000000	0.00967897	21.000000	0.00967979	21.000000	0.00973312	21.000000	4.27097e-06	
22.000000	0.008159	22.000000	0.00937246	22.000000	0.00930978	22.000000	0.00931039	22.000000	0.00936836	22.000000	4.09382e-06	
23.000000	0.00786779	23.000000	0.00903648	23.000000	0.00897199	23.000000	0.00897217	23.000000	0.00903255	23.000000	3.93135e-06	
24.000000	0.00759893	24.000000	0.0087261	24.000000	0.0086617	24.000000	0.00866145	24.000000	0.00872232	24.000000	3.78178e-06	
25.000000	0.0073499	25.000000	0.00843846	25.000000	0.00837578	25.000000	0.00837514	25.000000	0.00843482	25.000000	3.64362e-06	
27.000000	0.00690298	27.000000	0.00792192	27.000000	0.00786715	27.000000	0.00786553	27.000000	0.00791853	27.000000	3.39661e-06	
29.000000	0.00651316	29.000000	0.00747107	29.000000	0.00742829	29.000000	0.00742627	29.000000	0.00746788	29.000000	3.18215e-06	
31.000000	0.00616995	31.000000	0.00707395	31.000000	0.00704007	31.000000	0.00703795	31.000000	0.00707095	31.000000	2.99413e-06	
33.000000	0.00586532	33.000000	0.00672137	33.000000	0.00669095	33.000000	0.00668817	33.000000	0.00671854	33.000000	2.82788e-06	
35.000000	0.00559301	35.000000	0.00640615	35.000000	0.00637805	35.000000	0.00637542	35.000000	0.00640347	35.000000	2.67979e-06	
38.000000	0.00523451	38.000000	0.00599115	38.000000	0.00596663	38.000000	0.00596357	38.000000	0.00598867	38.000000	2.4856e-06	
41.000000	0.00492485	41.000000	0.00563275	41.000000	0.00561089	41.000000	0.00560776	41.000000	0.00563043	41.000000	2.31861e-06	
44.000000	0.0046545	44.000000	0.00531996	44.000000	0.00529987	44.000000	0.0052971	44.000000	0.00531779	44.000000	2.17341e-06	
47.000000	0.0044163	47.000000	0.0050445	47.000000	0.00502654	47.000000	0.0050234	47.000000	0.00504245	47.000000	2.04595e-06	
50.000000	0.00420473	50.000000	0.00479997	50.000000	0.00478349	50.000000	0.00478032	50.000000	0.00479804	50.000000	1.93314e-06	
55.000000	0.00389998	55.000000	0.00444808	55.000000	0.00443376	55.000000	0.0044303	55.000000	0.00444631	55.000000	1.77131e-06	
60.000000	0.00364267	60.000000	0.00415136	60.000000	0.00413813	60.000000	0.00413495	60.000000	0.00414973	60.000000	1.63535e-06	
65.000000	0.00342233	65.000000	0.00389765	65.000000	0.00388549	65.000000	0.00388222	65.000000	0.00389614	65.000000	1.51944e-06	
70.000000	0.00323138	70.000000	0.00367814	70.000000	0.00366673	70.000000	0.00366342	70.000000	0.00367672	70.000000	1.41941e-06	
75.000000	0.00306419	75.000000	0.00348626	75.000000	0.0034751	75.000000	0.00347205	75.000000	0.00348493	75.000000	1.33217e-06	
80.000000	0.0029165	80.000000	0.00331707	80.000000	0.00330652	80.000000	0.0033032	80.000000	0.00331581	80.000000	1.25539e-06	
85.000000	0.00278502	85.000000	0.00316671	85.000000	0.00315623	85.000000	0.00315309	85.000000	0.00316553	85.000000	1.18727e-06	
90.000000	0.00266716	90.000000	0.00303219	90.000000	0.00302172	90.000000	0.00301871	90.000000	0.00303106	90.000000	1.12641e-06	
95.000000	0.00256086	95.000000	0.00291109	95.000000	0.00290093	95.000000	0.00289771	95.000000	0.00291002	95.000000	1.0717e-06	
100.000000	0.00246446	100.000000	0.00280149	100.000000	0.00279123	100.000000	0.00278815	100.000000	0.00280047	100.000000	1.02223e-06	
105.000000	0.00237661	105.000000	0.0027018	105.000000	0.00269143	105.000000	0.00268848	105.000000	0.00270083	105.000000	9.77283e-07	
110.000000	0.0022962	110.000000	0.00261074	110.000000	0.00260021	110.000000	0.0025974	110.000000	0.0026098	110.000000	9.36257e-07	
115.000000	0.00222229	115.000000	0.00252721	115.000000	0.00251675	115.000000	0.00251384	115.000000	0.00252631	115.000000	8.98655e-07	
120.000000	0.00215411	120.000000	0.00245031	120.000000	0.00243986	120.000000	0.00243689	120.000000	0.00244945	120.000000	8.64059e-07	
125.000000	0.00209101	125.000000	0.00237928	125.000000	0.00236863	125.000000	0.00236581	125.000000	0.00237844	125.000000	8.32119e-07	
130.000000	0.00203241	130.000000	0.00231346	130.000000	0.00230267	130.000000	0.00229994	130.000000	0.00231266	130.000000	8.02537e-07	
135.000000	0.00197785	135.000000	0.00225229	135.000000	0.00224157	135.000000	0.00223872	135.000000	0.00225152	135.000000	7.75058e-07	
140.000000	0.00192691	140.000000	0.00219531	140.000000	0.00218454	140.000000	0.00218167	140.000000	0.00219456	140.000000	7.49464e-07	
145.000000	0.00187923	145.000000	0.00214208	145.000000	0.00213115	145.000000	0.00212839	145.000000	0.00214135	145.000000	7.25564e-07	
150.000000	0.00183449	150.000000	0.00209225	150.000000	0.0020812	150.000000	0.00207851	150.000000	0.00209154	150.000000	7.03193e-07	
155.000000	0.00177151	155.000000	0.0020455	155.000000	0.00203431	155.000000	0.00203171	155.000000	0.00204481	155.000000	6.82208e-07	
160.000000	0.0017346	160.000000	0.00200155	160.000000	0.00199029	160.000000	0.00198772	160.000000	0.00200088	160.000000	6.62483e-07	
165.000000	0.00169978	165.000000	0.00196015	165.000000	0.00194896	165.000000	0.00194629	165.000000	0.00195951	165.000000	6.43905e-07	
170.000000	0.0016669	170.000000	0.0019211	170.000000	0.00190988	170.000000	0.0019072	170.000000	0.00192047	170.000000	6.26377e-07	
175.000000	0.00163578	175.000000	0.00188419	175.000000	0.00187286	175.000000	0.00187026	175.000000	0.00188358	175.000000	6.09811e-07	
180.000000	0.00160629	180.000000	0.00184926	180.000000	0.00183785	180.000000	0.00183531	180.000000	0.00184866	180.000000	5.94128e-07	
185.000000	0.00157831	185.000000	0.00181614	185.000000	0.00180466	185.000000	0.00180217	185.000000	0.00181556	185.000000	5.7926e-07	
190.000000	0.00155171	190.000000	0.0017847	190.000000	0.00177315	190.000000	0.00177072	190.000000	0.00178414	190.000000	5.65143e-07	
195.000000	0.0015264	195.000000	0.00175482	195.000000	0.00174327	195.000000	0.00174084	195.000000	0.00175427	195.000000	5.51722e-07	
200.000000	0.00150228	200.000000	0.00172638	200.000000	0.0017149	200.000000	0.00171239	200.000000	0.00172584	200.000000	5.38946e-07	
210.000000	0.0014573	210.000000	0.00167343	210.000000	0.00166192	210.000000	0.00165946	210.000000	0.00167291	210.000000	5.15147e-07	
220.000000	0.00141619	220.000000	0.00162514	220.000000	0.00161358	220.000000	0.0016112	220.000000	0.00162465	220.000000	4.9343e-07	
230.000000	0.00137847	230.000000	0.00158093	230.000000	0.00156932	230.000000	0.00156704	230.000000	0.00158046	230.000000	4.73528e-07	
240.000000	0.00134373	240.000000	0.0015403	240.000000	0.00152881	240.000000	0.00152647	240.000000	0.00153984	240.000000	4.55222e-07	
250.000000	0.00131164	250.000000	0.00150283	250.000000	0.00149143	250.000000	0.00148908	250.000000	0.0015024	250.000000	4.38324e-07	
260.000000	0.00128189	260.000000	0.00146818	260.000000	0.00145679	260.000000	0.00145452	260.000000	0.00146776	260.000000	4.22677e-07	
270.000000	0.00125424	270.000000	0.00143604	270.000000	0.00142469	270.000000	0.00142248	270.000000	0.00143563	270.000000	4.08145e-07	
280.000000	0.00122848	280.000000	0.00140615	280.000000	0.00139485	280.000000	0.0013927	280.000000	0.00140575	280.000000	3.94611e-07	
290.000000	0.00120441	290.000000	0.00137828	290.000000	0.00136717	290.000000	0.00136495	290.000000	0.0013779	290.000000	3.81976e-07	
300.000000	0.00118189	300.000000	0.00135224	300.000000	0.00134126	300.000000	0.00133903	300.000000	0.00135187	300.000000	3.70151e-07	
310.000000	0.00116076	310.000000	0.00132785	310.000000	0.00131695	310.000000	0.00131478	310.000000	0.00132749	310.000000	3.5906e-07	
320.000000	0.00114089	320.000000	0.00130497	320.000000	0.00129417	320.000000	0.00129204	320.000000	0.00130462	320.000000	3.48636e-07	
330.000000	0.00112219	330.000000	0.00128347	330.000000	0.00127275	330.000000	0.00127068	330.000000	0.00128313	330.000000	3.3882e-07	
340.000000	0.00110455	340.000000	0.00126322	340.000000	0.00125263	340.000000	0.00125058	340.000000	0.00126289	340.000000	3.2956e-07	
350.000000	0.00108789	350.000000	0.00124412	350.000000	0.00123373	350.000000	0.00123163	350.000000	0.0012438	350.000000	3.20809e-07	
360.000000	0.00107213	360.000000	0.00122608	360.000000	0.00121586	360.000000	0.00121375	360.000000	0.00122576	360.000000	3.12526e-07	
370.000000	0.00105719	370.000000	0.00120901	370.000000	0.0011988	370.000000	0.00119673	370.000000	0.00120871	370.000000	3.04674e-07	
380.000000	0.00104302	380.000000	0.00119285	380.000000	0.00118265	380.000000	0.00118062	380.000000	0.00119255	380.000000	2.9722e-07	
390.000000	0.00102957	390.000000	0.00117751	390.000000	0.00116735	390.000000	0.00116534	390.000000	0.00117722	390.000000	2.90133e-07	
400.000000	0.00101677	400.000000	0.00116295	400.000000	0.00115282	400.000000	0.00115085	400.000000	0.00116267	400.000000	2.83388e-07	
410.000000	0.00100458	410.000000	0.00114911	410.000000	0.00113902	410.000000	0.00113708	410.000000	0.00114884	410.000000	2.7696e-07	
420.000000	0.000992971	420.000000	0.00113594	420.000000	0.00112595	420.000000	0.00112397	420.000000	0.00113567	420.000000	2.70827e-07	
430.000000	0.000981892	430.000000	0.00112339	430.000000	0.00111351	430.000000	0.0011115	430.000000	0.00112312	430.000000	2.64968e-07	
440.000000	0.000971314	440.000000	0.00111142	440.000000	0.00110161	440.000000	0.00109961	440.000000	0.00111116	440.000000	2.59365e-07	
450.000000	0.000961203	450.000000	0.00109999	450.000000	0.00109023	450.000000	0.00108826	450.000000	0.00109974	450.000000	2.54003e-07	
460.000000	0.000951531	460.000000	0.00108908	460.000000	0.00107937	460.000000	0.00107743	460.000000	0.00108883	460.000000	2.48865e-07	
470.000000	0.000942272	470.000000	0.00107864	470.000000	0.00106899	470.000000	0.00106707	470.000000	0.00107839	470.000000	2.43937e-07	
480.000000	0.0009334	480.000000	0.00106865	480.000000	0.00105906	480.000000	0.00105717	480.000000	0.00106841	480.000000	2.39207e-07	
490.000000	0.000924893	490.000000	0.00105908	490.000000	0.00104955	490.000000	0.00104768	490.000000	0.00105885	490.000000	2.34663e-07	
500.000000	0.000916731	500.000000	0.00104991	500.000000	0.00104045	500.000000	0.0010386	500.000000	0.00104968	500.000000	2.30295e-07	
520.000000	0.000901364	520.000000	0.00103267	520.000000	0.00102343	520.000000	0.00102153	520.000000	0.00103245	520.000000	2.22043e-07	
540.000000	0.000887162	540.000000	0.00101677	540.000000	0.0010077	540.000000	0.0010058	540.000000	0.00101656	540.000000	2.1438e-07	
560.000000	0.000874005	560.000000	0.00100207	560.000000	0.000993122	560.000000	0.00099126	560.000000	0.00100187	560.000000	2.07245e-07	
580.000000	0.000861792	580.000000	0.000988452	580.000000	0.00097963	580.000000	0.000977797	580.000000	0.000988252	580.000000	2.00585e-07	
600.000000	0.000850433	600.000000	0.000975804	600.000000	0.000967095	600.000000	0.0009653	600.000000	0.000975609	600.000000	1.94352e-07	
620.000000	0.000839849	620.000000	0.000964036	620.000000	0.000955451	620.000000	0.000953677	620.000000	0.000963848	620.000000	1.88508e-07	
640.000000	0.000829971	640.000000	0.00095307	640.000000	0.00094465	640.000000	0.000942846	640.000000	0.000952887	640.000000	1.83015e-07	
660.000000	0.000820738	660.000000	0.000942834	660.000000	0.000934564	660.000000	0.000932736	660.000000	0.000942656	660.000000	1.77844e-07	
680.000000	0.000812098	680.000000	0.000933265	680.000000	0.000925092	680.000000	0.000923284	680.000000	0.000933092	680.000000	1.72965e-07	
700.000000	0.000804	700.000000	0.000924308	700.000000	0.00091621	700.000000	0.000914432	700.000000	0.00092414	700.000000	1.68356e-07	
720.000000	0.000796403	720.000000	0.000915913	720.000000	0.00090789	720.000000	0.000906132	720.000000	0.000915749	720.000000	1.63994e-07	
740.000000	0.000789268	740.000000	0.000908035	740.000000	0.000900076	740.000000	0.000898337	740.000000	0.000907875	740.000000	1.59859e-07	
760.000000	0.000782561	760.000000	0.000900634	760.000000	0.000892722	760.000000	0.000891009	760.000000	0.000900478	760.000000	1.55934e-07	
780.000000	0.00077625	780.000000	0.000893675	780.000000	0.000885809	780.000000	0.00088411	780.000000	0.000893523	780.000000	1.52203e-07	
800.000000	0.000770308	800.000000	0.000887126	800.000000	0.00087932	800.000000	0.000877609	800.000000	0.000886977	800.000000	1.48652e-07	
820.000000	0.000764708	820.000000	0.000880957	820.000000	0.000873211	820.000000	0.000871476	820.000000	0.000880811	820.000000	1.45268e-07	
840.000000	0.000759429	840.000000	0.000875141	840.000000	0.000867432	840.000000	0.000865684	840.000000	0.000874999	840.000000	1.4204e-07	
860.000000	0.000754448	860.000000	0.000869655	860.000000	0.000861949	860.000000	0.00086021	860.000000	0.000869516	860.000000	1.38956e-07	
880.000000	0.000749746	880.000000	0.000864476	880.000000	0.000856751	880.000000	0.00085503	880.000000	0.00086434	880.000000	1.36008e-07	
900.000000	0.000745307	900.000000	0.000859585	900.000000	0.000851827	900.000000	0.000850126	900.000000	0.000859452	900.000000	1.33186e-07	
920.000000	0.000741113	920.000000	0.000854964	920.000000	0.000847166	920.000000	0.000845479	920.000000	0.000854833	920.000000	1.30482e-07	
940.000000	0.00073715	940.000000	0.000850594	940.000000	0.000842747	940.000000	0.000841071	940.000000	0.000850467	940.000000	1.2789e-07	
960.000000	0.000733405	960.000000	0.000846462	960.000000	0.000838555	960.000000	0.000836889	960.000000	0.000846337	960.000000	1.25402e-07	
980.000000	0.000729865	980.000000	0.000842553	980.000000	0.000834574	980.000000	0.000832916	980.000000	0.000842429	980.000000	1.23011e-07	
1000.000000	0.000726518	1000.000000	0.000838853	1000.000000	0.000830789	1000.000000	0.000829142	1000.000000	0.000838732	1000.000000	1.20713e-07	
1020.000000	0.000723354	1020.000000	0.00083535	1020.000000	0.000827189	1020.000000	0.000825552	1020.000000	0.000835232	1020.000000	1.18502e-07	
1040.000000	0.000720362	1040.000000	0.000832035	1040.000000	0.00082376	1040.000000	0.000822138	1040.000000	0.000831918	1040.000000	1.16373e-07	
1060.000000	0.000717534	1060.000000	0.000828895	1060.000000	0.000820496	1060.000000	0.000818887	1060.000000	0.000828781	1060.000000	1.14322e-07	
1080.000000	0.000714861	1080.000000	0.000825922	1080.000000	0.000817389	1080.000000	0.000815791	1080.000000	0.00082581	1080.000000	1.12344e-07	
1100.000000	0.000712336	1100.000000	0.000823107	1100.000000	0.000814434	1100.000000	0.000812841	1100.000000	0.000822996	1100.000000	1.10435e-07	
1120.000000	0.000709949	1120.000000	0.000820441	1120.000000	0.000811624	1120.000000	0.000810029	1120.000000	0.000820332	1120.000000	1.08592e-07	
1140.000000	0.000707696	1140.000000	0.000817916	1140.000000	0.000808952	1140.000000	0.000807346	1140.000000	0.00081781	1140.000000	1.06812e-07	
1160.000000	0.000705569	1160.000000	0.000815526	1160.000000	0.000806405	1160.000000	0.000804787	1160.000000	0.000815421	1160.000000	1.05091e-07	
1180.000000	0.000703563	1180.000000	0.000813264	1180.000000	0.000803973	1180.000000	0.000802345	1180.000000	0.000813161	1180.000000	1.03426e-07	
1200.000000	0.000701671	1200.000000	0.000811124	1200.000000	0.000801648	1200.000000	0.000800012	1200.000000	0.000811022	1200.000000	1.01815e-07	
1220.000000	0.000699889	1220.000000	0.000809099	1220.000000	0.000799421	1220.000000	0.000797785	1220.000000	0.000808998	1220.000000	1.00254e-07	
1240.000000	0.000698212	1240.000000	0.000807184	1240.000000	0.000797288	1240.000000	0.000795656	1240.000000	0.000807085	1240.000000	9.87426e-08	
1260.000000	0.000696634	1260.000000	0.000805374	1260.000000	0.000795247	1260.000000	0.000793622	1260.000000	0.000805277	1260.000000	9.72773e-08	
1280.000000	0.000695152	1280.000000	0.000803664	1280.000000	0.000793293	1280.000000	0.000791677	1280.000000	0.000803568	1280.000000	9.58561e-08	
1300.000000	0.000693761	1300.000000	0.00080205	1300.000000	0.000791424	1300.000000	0.000789818	1300.000000	0.000801956	1300.000000	9.44772e-08	
1320.000000	0.000692458	1320.000000	0.000800527	1320.000000	0.000789638	1320.000000	0.000788039	1320.000000	0.000800434	1320.000000	9.31386e-08	
1340.000000	0.000691239	1340.000000	0.000799092	1340.000000	0.00078793	1340.000000	0.000786337	1340.000000	0.000799	1340.000000	9.18386e-08	
1360.000000	0.0006901	1360.000000	0.00079774	1360.000000	0.000786296	1360.000000	0.000784709	1360.000000	0.000797649	1360.000000	9.05755e-08	
1380.000000	0.000689038	1380.000000	0.000796468	1380.000000	0.000784733	1380.000000	0.000783151	1380.000000	0.000796378	1380.000000	8.93478e-08	
1400.000000	0.000688051	1400.000000	0.000795272	1400.000000	0.000783237	1400.000000	0.000781659	1400.000000	0.000795184	1400.000000	8.81539e-08	
1420.000000	0.000687135	1420.000000	0.00079415	1420.000000	0.000781804	1420.000000	0.000780231	1420.000000	0.000794063	1420.000000	8.69925e-08	
1440.000000	0.000686287	1440.000000	0.000793099	1440.000000	0.000780432	1440.000000	0.000778864	1440.000000	0.000793013	1440.000000	8.58623e-08	
1460.000000	0.000685506	1460.000000	0.000792114	1460.000000	0.000779116	1460.000000	0.000777555	1460.000000	0.00079203	1460.000000	8.47619e-08	
1480.000000	0.000684788	1480.000000	0.000791195	1480.000000	0.000777856	1480.000000	0.000776301	1480.000000	0.000791111	1480.000000	8.36903e-08	
1500.000000	0.00068413	1500.000000	0.000790338	1500.000000	0.000776649	1500.000000	0.000775101	1500.000000	0.000790255	1500.000000	8.26463e-08	
1520.000000	0.000683532	1520.000000	0.000789541	1520.000000	0.000775493	1520.000000	0.000773951	1520.000000	0.000789459	1520.000000	8.16288e-08	
1540.000000	0.000682991	1540.000000	0.000788801	1540.000000	0.000774387	1540.000000	0.00077285	1540.000000	0.00078872	1540.000000	8.06369e-08	
1560.000000	0.000682504	1560.000000	0.000788117	1560.000000	0.000773329	1560.000000	0.000771795	1560.000000	0.000788037	1560.000000	7.96695e-08	
1580.000000	0.00068207	1580.000000	0.000787486	1580.000000	0.000772317	1580.000000	0.000770785	1580.000000	0.000787407	1580.000000	7.87258e-08	
1600.000000	0.000681687	1600.000000	0.000786906	1600.000000	0.000771349	1600.000000	0.000769817	1600.000000	0.000786828	1600.000000	7.78048e-08	
