Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.350000	0.039681	0.350000	0.0532117	0.350000	0.053584	0.350000	0.053584	0.350000	0.0531717	0.350000	4.00192e-05	
0.400000	0.0370929	0.400000	0.0486379	0.400000	0.0490756	0.400000	0.0490756	0.400000	0.0486022	0.400000	3.56869e-05	
0.450000	0.0349146	0.450000	0.0449251	0.450000	0.0453446	0.450000	0.0453446	0.450000	0.0448929	0.450000	3.22472e-05	
0.500000	0.0330346	0.500000	0.04185		0.500000	0.0422211	0.500000	0.0422211	0.500000	0.0418205	0.500000	2.94455e-05	
0.600000	0.0299136	0.600000	0.0370303	0.600000	0.0372974	0.600000	0.0372974	0.600000	0.0370051	0.600000	2.5148e-05	
0.700000	0.027398	0.700000	0.0333915	0.700000	0.0335836	0.700000	0.0335836	0.700000	0.0333695	0.700000	2.19975e-05	
0.800000	0.0253115	0.800000	0.0305174	0.800000	0.0306657	0.800000	0.0306657	0.800000	0.0304978	0.800000	1.95829e-05	
0.900000	0.023546	0.900000	0.0281709	0.900000	0.0282977	0.900000	0.0282977	0.900000	0.0281532	0.900000	1.76698e-05	
1.000000	0.0220293	1.000000	0.0262071	1.000000	0.026327	1.000000	0.026327	1.000000	0.026191	1.000000	1.61143e-05	
1.250000	0.0190232	1.250000	0.0224267	1.250000	0.0225599	1.250000	0.0225599	1.250000	0.0224135	1.250000	1.32498e-05	
1.500000	0.0167836	1.500000	0.0196827	1.500000	0.0198433	1.500000	0.0198433	1.500000	0.0196714	1.500000	1.12855e-05	
1.750000	0.015045	1.750000	0.0175832	1.750000	0.017771	1.750000	0.017771	1.750000	0.0175733	1.750000	9.85016e-06	
2.000000	0.0136533	2.000000	0.015917	2.000000	0.016128	2.000000	0.016128	2.000000	0.0159083	2.000000	8.75293e-06	
2.250000	0.0125119	2.250000	0.0145586	2.250000	0.0147883	2.250000	0.0147883	2.250000	0.0145507	2.250000	7.88547e-06	
2.500000	0.0115082	2.500000	0.0134275	2.500000	0.0136717	2.500000	0.0136717	2.500000	0.0134204	2.500000	7.18153e-06	
3.000000	0.0100487	3.000000	0.0116471	3.000000	0.011911	3.000000	0.011911	3.000000	0.011641	3.000000	6.10662e-06	
3.500000	0.00894107	3.500000	0.0103051	3.500000	0.0105799	3.500000	0.0105799	3.500000	0.0102998	3.500000	5.32267e-06	
4.000000	0.00806927	4.000000	0.00925469	4.000000	0.00953471	4.000000	0.00953471	4.000000	0.00924996	4.000000	4.72435e-06	
4.500000	0.00736381	4.500000	0.00840845	4.500000	0.0086902	4.500000	0.0086902	4.500000	0.0084042	4.500000	4.25197e-06	
5.000000	0.0067803	5.000000	0.00771115	5.000000	0.00799233	5.000000	0.00799233	5.000000	0.00770728	5.000000	3.86908e-06	
5.500000	0.00628901	5.500000	0.00712599	5.500000	0.00740513	5.500000	0.00740513	5.500000	0.00712244	5.500000	3.55213e-06	
6.000000	0.00586925	6.000000	0.00662748	6.000000	0.00690362	6.000000	0.00690362	6.000000	0.00662419	6.000000	3.28524e-06	
6.500000	0.00550616	6.500000	0.00619738	6.500000	0.00646991	6.500000	0.00646991	6.500000	0.00619432	6.500000	3.05725e-06	
7.000000	0.00518876	7.000000	0.00582227	7.000000	0.00609083	7.000000	0.00609083	7.000000	0.00581941	7.000000	2.86013e-06	
7.500000	0.00490876	7.500000	0.00549206	7.500000	0.00575644	7.500000	0.00575644	7.500000	0.00548938	7.500000	2.68792e-06	
8.000000	0.0046598	8.000000	0.00519902	8.000000	0.0054591	8.000000	0.0054591	8.000000	0.00519649	8.000000	2.53612e-06	
8.500000	0.00443689	8.500000	0.0049371	8.500000	0.00519285	8.500000	0.00519285	8.500000	0.0049347	8.500000	2.40125e-06	
9.000000	0.00423606	9.000000	0.00470151	9.000000	0.00495295	9.000000	0.00495295	9.000000	0.00469923	9.000000	2.2806e-06	
9.500000	0.00405412	9.500000	0.0044884	9.500000	0.00473558	9.500000	0.00473558	9.500000	0.00448622	9.500000	2.172e-06	
10.000000	0.00388847	10.000000	0.00444622	10.000000	0.00453765	10.000000	0.00453765	10.000000	0.00444415	10.000000	2.07369e-06	
11.000000	0.00359787	11.000000	0.00412009	11.000000	0.00418615	11.000000	0.00418618	11.000000	0.00411819	11.000000	1.90257e-06	
12.000000	0.00335108	12.000000	0.00384165	12.000000	0.00388822	12.000000	0.00388828	12.000000	0.00383989	12.000000	1.75858e-06	
13.000000	0.00313872	13.000000	0.00360104	13.000000	0.00363249	13.000000	0.00363253	13.000000	0.00359941	13.000000	1.63567e-06	
14.000000	0.00295393	14.000000	0.00339095	14.000000	0.00341056	14.000000	0.00341055	14.000000	0.00338942	14.000000	1.52946e-06	
15.000000	0.00279158	15.000000	0.00320584	15.000000	0.00321608	15.000000	0.00321608	15.000000	0.0032044	15.000000	1.43673e-06	
16.000000	0.00264774	16.000000	0.00304146	16.000000	0.00304436	16.000000	0.00304432	16.000000	0.0030401	16.000000	1.35503e-06	
17.000000	0.00251937	17.000000	0.00289445	17.000000	0.00289167	17.000000	0.00289153	17.000000	0.00289317	17.000000	1.28248e-06	
18.000000	0.00240406	18.000000	0.00276217	18.000000	0.00275495	18.000000	0.00275476	18.000000	0.00276095	18.000000	1.21761e-06	
19.000000	0.00229987	19.000000	0.00264247	19.000000	0.00263184	19.000000	0.00263166	19.000000	0.00264131	19.000000	1.15924e-06	
20.000000	0.00220524	20.000000	0.00253363	20.000000	0.00252048	20.000000	0.00252029	20.000000	0.00253252	20.000000	1.10642e-06	
21.000000	0.00211888	21.000000	0.0024342	21.000000	0.0024193	21.000000	0.0024191	21.000000	0.00243314	21.000000	1.0584e-06	
22.000000	0.00203975	22.000000	0.002343	22.000000	0.00232697	22.000000	0.00232678	22.000000	0.00234198	22.000000	1.01454e-06	
23.000000	0.00196695	23.000000	0.00225903	23.000000	0.00224244	23.000000	0.00224224	23.000000	0.00225805	23.000000	9.74307e-07	
24.000000	0.00189973	24.000000	0.00218145	24.000000	0.00216486	24.000000	0.00216458	24.000000	0.00218052	24.000000	9.37271e-07	
25.000000	0.00183747	25.000000	0.00210956	25.000000	0.00209343	25.000000	0.00209303	25.000000	0.00210865	25.000000	9.03058e-07	
27.000000	0.00172574	27.000000	0.00198044	27.000000	0.00196616	27.000000	0.00196566	27.000000	0.0019796	27.000000	8.41888e-07	
29.000000	0.00162829	29.000000	0.00186774	29.000000	0.00185637	29.000000	0.00185587	29.000000	0.00186695	29.000000	7.88773e-07	
31.000000	0.00154249	31.000000	0.00176847	31.000000	0.00175935	31.000000	0.00175885	31.000000	0.00176772	31.000000	7.42204e-07	
33.000000	0.00146633	33.000000	0.00168033	33.000000	0.00167196	33.000000	0.00167148	33.000000	0.00167963	33.000000	7.01025e-07	
35.000000	0.00139825	35.000000	0.00160152	35.000000	0.00159378	35.000000	0.00159336	35.000000	0.00160086	35.000000	6.64342e-07	
38.000000	0.00130863	38.000000	0.00149778	38.000000	0.00149104	38.000000	0.00149047	38.000000	0.00149716	38.000000	6.16238e-07	
41.000000	0.00123121	41.000000	0.00140818	41.000000	0.00140217	41.000000	0.00140158	41.000000	0.00140761	41.000000	5.74868e-07	
44.000000	0.00116363	44.000000	0.00132998	44.000000	0.0013245	44.000000	0.00132397	44.000000	0.00132945	44.000000	5.38895e-07	
47.000000	0.00110407	47.000000	0.00126112	47.000000	0.00125609	47.000000	0.00125558	47.000000	0.00126061	47.000000	5.07315e-07	
50.000000	0.00105118	50.000000	0.00119999	50.000000	0.00119532	50.000000	0.00119484	50.000000	0.00119951	50.000000	4.7936e-07	
55.000000	0.000974995	55.000000	0.00111202	55.000000	0.00110782	55.000000	0.00110738	55.000000	0.00111158	55.000000	4.39261e-07	
60.000000	0.000910668	60.000000	0.00103784	60.000000	0.00103401	60.000000	0.00103357	60.000000	0.00103743	60.000000	4.05567e-07	
65.000000	0.000855583	65.000000	0.000974411	65.000000	0.00097093	65.000000	0.000970418	65.000000	0.000974034	65.000000	3.76842e-07	
70.000000	0.000807845	70.000000	0.000919532	70.000000	0.000916201	70.000000	0.000915735	70.000000	0.00091918	70.000000	3.5205e-07	
75.000000	0.000766048	75.000000	0.000871563	75.000000	0.000868349	75.000000	0.000867909	75.000000	0.000871233	75.000000	3.30427e-07	
80.000000	0.000729126	80.000000	0.000829265	80.000000	0.000826126	80.000000	0.00082571	80.000000	0.000828953	80.000000	3.11395e-07	
85.000000	0.000696255	85.000000	0.000791676	85.000000	0.000788585	85.000000	0.000788192	85.000000	0.000791381	85.000000	2.94509e-07	
90.000000	0.000666789	90.000000	0.000758044	90.000000	0.000754985	90.000000	0.000754607	90.000000	0.000757765	90.000000	2.79423e-07	
95.000000	0.000640214	95.000000	0.00072777	95.000000	0.000724811	95.000000	0.000724363	95.000000	0.000727504	95.000000	2.65859e-07	
100.000000	0.000616115	100.000000	0.00070037	100.000000	0.000697409	100.000000	0.00069698	100.000000	0.000700116	100.000000	2.53596e-07	
105.000000	0.000594153	105.000000	0.000675449	105.000000	0.000672477	105.000000	0.000672067	105.000000	0.000675207	105.000000	2.42452e-07	
110.000000	0.00057405	110.000000	0.000652683	110.000000	0.000649696	110.000000	0.000649302	110.000000	0.00065245	110.000000	2.32281e-07	
115.000000	0.000555573	115.000000	0.0006318	115.000000	0.000628795	115.000000	0.000628416	115.000000	0.000631578	115.000000	2.22958e-07	
120.000000	0.000538529	120.000000	0.000612576	120.000000	0.00060955	120.000000	0.000609184	120.000000	0.000612362	120.000000	2.1438e-07	
125.000000	0.000522752	125.000000	0.000594818	125.000000	0.000591771	125.000000	0.000591416	125.000000	0.000594611	125.000000	2.0646e-07	
130.000000	0.000508103	130.000000	0.000578363	130.000000	0.000575294	130.000000	0.00057495	130.000000	0.000578164	130.000000	1.99125e-07	
135.000000	0.000494463	135.000000	0.000563072	135.000000	0.000559973	135.000000	0.000559647	135.000000	0.00056288	135.000000	1.92311e-07	
140.000000	0.000481727	140.000000	0.000548825	140.000000	0.000545738	140.000000	0.000545389	140.000000	0.000548639	140.000000	1.85965e-07	
145.000000	0.000469806	145.000000	0.000535518	145.000000	0.000532451	145.000000	0.00053207	145.000000	0.000535338	145.000000	1.80038e-07	
150.000000	0.000458624	150.000000	0.00052306	150.000000	0.00051997	150.000000	0.000519601	150.000000	0.000522886	150.000000	1.7449e-07	
155.000000	0.000442878	155.000000	0.000511373	155.000000	0.000508259	155.000000	0.000507903	155.000000	0.000511204	155.000000	1.69286e-07	
160.000000	0.000433649	160.000000	0.000500386	160.000000	0.000497256	160.000000	0.000496907	160.000000	0.000500221	160.000000	1.64395e-07	
165.000000	0.000424946	165.000000	0.000490037	165.000000	0.000486891	165.000000	0.000486551	165.000000	0.000489878	165.000000	1.59787e-07	
170.000000	0.000416725	170.000000	0.000480274	170.000000	0.000477112	170.000000	0.00047678	170.000000	0.000480119	170.000000	1.5544e-07	
175.000000	0.000408946	175.000000	0.000471047	175.000000	0.000467872	175.000000	0.000467547	175.000000	0.000470896	175.000000	1.51332e-07	
180.000000	0.000401574	180.000000	0.000462313	180.000000	0.000459126	180.000000	0.000458809	180.000000	0.000462166	180.000000	1.47442e-07	
185.000000	0.000394577	185.000000	0.000454034	185.000000	0.000450838	185.000000	0.000450526	185.000000	0.00045389	185.000000	1.43755e-07	
190.000000	0.000387927	190.000000	0.000446174	190.000000	0.000442972	190.000000	0.000442665	190.000000	0.000446034	190.000000	1.40253e-07	
195.000000	0.000381599	195.000000	0.000438704	195.000000	0.00043549	195.000000	0.000435194	195.000000	0.000438567	195.000000	1.36925e-07	
200.000000	0.00037557	200.000000	0.000431594	200.000000	0.000428373	200.000000	0.000428084	200.000000	0.00043146	200.000000	1.33756e-07	
210.000000	0.000364325	210.000000	0.000418356	210.000000	0.000415174	210.000000	0.000414851	210.000000	0.000418229	210.000000	1.27853e-07	
220.000000	0.000354048	220.000000	0.000406285	220.000000	0.00040311	220.000000	0.000402788	220.000000	0.000406162	220.000000	1.22466e-07	
230.000000	0.000344618	230.000000	0.000395232	230.000000	0.000392057	230.000000	0.000391748	230.000000	0.000395114	230.000000	1.17529e-07	
240.000000	0.000335934	240.000000	0.000385074	240.000000	0.000381908	240.000000	0.000381607	240.000000	0.000384961	240.000000	1.12988e-07	
250.000000	0.000327909	250.000000	0.000375708	250.000000	0.000372553	250.000000	0.000372261	250.000000	0.000375599	250.000000	1.08796e-07	
260.000000	0.000320472	260.000000	0.000367045	260.000000	0.000363905	260.000000	0.000363621	260.000000	0.00036694	260.000000	1.04915e-07	
270.000000	0.00031356	270.000000	0.000359009	270.000000	0.000355889	270.000000	0.000355612	270.000000	0.000358908	270.000000	1.0131e-07	
280.000000	0.000307119	280.000000	0.000351536	280.000000	0.000348437	280.000000	0.000348167	280.000000	0.000351438	280.000000	9.79522e-08	
290.000000	0.000301103	290.000000	0.000344569	290.000000	0.00034149	290.000000	0.00034123	290.000000	0.000344474	290.000000	9.48174e-08	
300.000000	0.000295472	300.000000	0.000338058	300.000000	0.000335024	300.000000	0.000334752	300.000000	0.000337966	300.000000	9.18837e-08	
310.000000	0.000290189	310.000000	0.000331962	310.000000	0.00032898	310.000000	0.000328689	310.000000	0.000331873	310.000000	8.91321e-08	
320.000000	0.000285223	320.000000	0.000326242	320.000000	0.000323289	320.000000	0.000323005	320.000000	0.000326156	320.000000	8.65459e-08	
330.000000	0.000280548	330.000000	0.000320866	330.000000	0.000317941	330.000000	0.000317665	330.000000	0.000320782	330.000000	8.41105e-08	
340.000000	0.000276139	340.000000	0.000315803	340.000000	0.000312912	340.000000	0.000312639	340.000000	0.000315722	340.000000	8.18129e-08	
350.000000	0.000271973	350.000000	0.000311029	350.000000	0.00030817	350.000000	0.000307903	350.000000	0.000310949	350.000000	7.96417e-08	
360.000000	0.000268032	360.000000	0.000306519	360.000000	0.000303695	360.000000	0.000303432	360.000000	0.000306441	360.000000	7.75865e-08	
370.000000	0.000264298	370.000000	0.000302252	370.000000	0.000299436	370.000000	0.000299178	370.000000	0.000302177	370.000000	7.56382e-08	
380.000000	0.000260756	380.000000	0.000298211	380.000000	0.000295405	380.000000	0.00029515	380.000000	0.000298137	380.000000	7.37886e-08	
390.000000	0.000257391	390.000000	0.000294378	390.000000	0.000291583	390.000000	0.000291332	390.000000	0.000294306	390.000000	7.20303e-08	
400.000000	0.000254192	400.000000	0.000290738	400.000000	0.000287955	400.000000	0.000287708	400.000000	0.000290668	400.000000	7.03567e-08	
410.000000	0.000251146	410.000000	0.000287278	410.000000	0.000284509	410.000000	0.000284265	410.000000	0.000287209	410.000000	6.87615e-08	
420.000000	0.000248243	420.000000	0.000283984	420.000000	0.000281231	420.000000	0.00028099	420.000000	0.000283917	420.000000	6.72395e-08	
430.000000	0.000245473	430.000000	0.000280847	430.000000	0.000278109	430.000000	0.000277871	430.000000	0.000280781	430.000000	6.57857e-08	
440.000000	0.000242828	440.000000	0.000277854	440.000000	0.00027513	440.000000	0.000274899	440.000000	0.00027779	440.000000	6.43955e-08	
450.000000	0.000240301	450.000000	0.000274998	450.000000	0.000272292	450.000000	0.000272062	450.000000	0.000274935	450.000000	6.30647e-08	
460.000000	0.000237883	460.000000	0.000272269	460.000000	0.00026959	460.000000	0.000269354	460.000000	0.000272207	460.000000	6.17897e-08	
470.000000	0.000235568	470.000000	0.000269659	470.000000	0.000267012	470.000000	0.000266765	470.000000	0.000269599	470.000000	6.05668e-08	
480.000000	0.00023335	480.000000	0.000267162	480.000000	0.000264542	480.000000	0.000264289	480.000000	0.000267102	480.000000	5.93931e-08	
490.000000	0.000231223	490.000000	0.00026477	490.000000	0.000262169	490.000000	0.000261918	490.000000	0.000264711	490.000000	5.82655e-08	
500.000000	0.000229183	500.000000	0.000262477	500.000000	0.000259893	500.000000	0.000259647	500.000000	0.00026242	500.000000	5.71813e-08	
520.000000	0.000225341	520.000000	0.000258168	520.000000	0.000255621	520.000000	0.00025538	520.000000	0.000258113	520.000000	5.51334e-08	
540.000000	0.00022179	540.000000	0.000254193	540.000000	0.000251684	540.000000	0.000251447	540.000000	0.00025414	540.000000	5.32317e-08	
560.000000	0.000218501	560.000000	0.000250518	560.000000	0.000248046	560.000000	0.000247813	560.000000	0.000250467	560.000000	5.1461e-08	
580.000000	0.000215448	580.000000	0.000247113	580.000000	0.000244676	580.000000	0.000244447	580.000000	0.000247063	580.000000	4.98079e-08	
600.000000	0.000212608	600.000000	0.000243951	600.000000	0.000241548	600.000000	0.000241323	600.000000	0.000243902	600.000000	4.82611e-08	
620.000000	0.000209962	620.000000	0.000241009	620.000000	0.000238639	620.000000	0.000238417	620.000000	0.000240962	620.000000	4.68105e-08	
640.000000	0.000207493	640.000000	0.000238267	640.000000	0.000235929	640.000000	0.00023571	640.000000	0.000238222	640.000000	4.54472e-08	
660.000000	0.000205185	660.000000	0.000235708	660.000000	0.000233398	660.000000	0.000233182	660.000000	0.000235664	660.000000	4.41636e-08	
680.000000	0.000203024	680.000000	0.000233316	680.000000	0.00023103	680.000000	0.000230819	680.000000	0.000233273	680.000000	4.29529e-08	
700.000000	0.000201	700.000000	0.000231077	700.000000	0.000228819	700.000000	0.000228607	700.000000	0.000231035	700.000000	4.18088e-08	
720.000000	0.000199101	720.000000	0.000228978	720.000000	0.000226753	720.000000	0.000226532	720.000000	0.000228937	720.000000	4.0726e-08	
740.000000	0.000197317	740.000000	0.000227008	740.000000	0.000224812	740.000000	0.000224583	740.000000	0.000226969	740.000000	3.96996e-08	
760.000000	0.00019564	760.000000	0.000225158	760.000000	0.00022298	760.000000	0.000222751	760.000000	0.00022512	760.000000	3.87253e-08	
780.000000	0.000194063	780.000000	0.000223419	780.000000	0.000221251	780.000000	0.000221026	780.000000	0.000223381	780.000000	3.77992e-08	
800.000000	0.000192577	800.000000	0.000221781	800.000000	0.000219623	800.000000	0.000219401	800.000000	0.000221744	800.000000	3.69178e-08	
820.000000	0.000191177	820.000000	0.000220239	820.000000	0.000218087	820.000000	0.000217868	820.000000	0.000220203	820.000000	3.60778e-08	
840.000000	0.000189857	840.000000	0.000218785	840.000000	0.000216638	840.000000	0.00021642	840.000000	0.00021875	840.000000	3.52764e-08	
860.000000	0.000188612	860.000000	0.000217413	860.000000	0.000215268	860.000000	0.000215051	860.000000	0.000217379	860.000000	3.45109e-08	
880.000000	0.000187437	880.000000	0.000216119	880.000000	0.000213971	880.000000	0.000213757	880.000000	0.000216085	880.000000	3.3779e-08	
900.000000	0.000186327	900.000000	0.000214896	900.000000	0.000212743	900.000000	0.000212531	900.000000	0.000214863	900.000000	3.30785e-08	
920.000000	0.000185278	920.000000	0.000213741	920.000000	0.00021158	920.000000	0.000211369	920.000000	0.000213708	920.000000	3.24074e-08	
940.000000	0.000184288	940.000000	0.000212648	940.000000	0.000210477	940.000000	0.000210267	940.000000	0.000212617	940.000000	3.17638e-08	
960.000000	0.000183351	960.000000	0.000211615	960.000000	0.00020943	960.000000	0.000209221	960.000000	0.000211584	960.000000	3.11461e-08	
980.000000	0.000182466	980.000000	0.000210638	980.000000	0.000208435	980.000000	0.000208228	980.000000	0.000210607	980.000000	3.05527e-08	
1000.000000	0.000181629	1000.000000	0.000209713	1000.000000	0.00020749	1000.000000	0.000207285	1000.000000	0.000209683	1000.000000	2.99822e-08	
1020.000000	0.000180838	1020.000000	0.000208837	1020.000000	0.000206592	1020.000000	0.000206387	1020.000000	0.000208808	1020.000000	2.94333e-08	
1040.000000	0.000180091	1040.000000	0.000208008	1040.000000	0.000205737	1040.000000	0.000205534	1040.000000	0.00020798	1040.000000	2.89047e-08	
1060.000000	0.000179384	1060.000000	0.000207224	1060.000000	0.000204923	1060.000000	0.000204721	1060.000000	0.000207195	1060.000000	2.83954e-08	
1080.000000	0.000178715	1080.000000	0.00020648	1080.000000	0.000204148	1080.000000	0.000203947	1080.000000	0.000206452	1080.000000	2.79043e-08	
1100.000000	0.000178084	1100.000000	0.000205776	1100.000000	0.000203409	1100.000000	0.00020321	1100.000000	0.000205749	1100.000000	2.74305e-08	
1120.000000	0.000177487	1120.000000	0.00020511	1120.000000	0.000202705	1120.000000	0.000202507	1120.000000	0.000205083	1120.000000	2.6973e-08	
1140.000000	0.000176924	1140.000000	0.000204479	1140.000000	0.000202034	1140.000000	0.000201836	1140.000000	0.000204452	1140.000000	2.65309e-08	
1160.000000	0.000176392	1160.000000	0.000203881	1160.000000	0.000201394	1160.000000	0.000201196	1160.000000	0.000203855	1160.000000	2.61036e-08	
1180.000000	0.000175891	1180.000000	0.000203316	1180.000000	0.000200782	1180.000000	0.000200586	1180.000000	0.00020329	1180.000000	2.56902e-08	
1200.000000	0.000175418	1200.000000	0.000202781	1200.000000	0.000200198	1200.000000	0.000200003	1200.000000	0.000202755	1200.000000	2.52902e-08	
1220.000000	0.000174972	1220.000000	0.000202275	1220.000000	0.000199639	1220.000000	0.000199446	1220.000000	0.00020225	1220.000000	2.49028e-08	
1240.000000	0.000174553	1240.000000	0.000201796	1240.000000	0.000199105	1240.000000	0.000198914	1240.000000	0.000201771	1240.000000	2.45275e-08	
1260.000000	0.000174158	1260.000000	0.000201343	1260.000000	0.000198596	1260.000000	0.000198405	1260.000000	0.000201319	1260.000000	2.41636e-08	
1280.000000	0.000173788	1280.000000	0.000200916	1280.000000	0.000198109	1280.000000	0.000197919	1280.000000	0.000200892	1280.000000	2.38108e-08	
1300.000000	0.00017344	1300.000000	0.000200512	1300.000000	0.000197644	1300.000000	0.000197454	1300.000000	0.000200489	1300.000000	2.34684e-08	
1320.000000	0.000173114	1320.000000	0.000200132	1320.000000	0.0001972	1320.000000	0.000197009	1320.000000	0.000200109	1320.000000	2.3136e-08	
1340.000000	0.00017281	1340.000000	0.000199773	1340.000000	0.000196777	1340.000000	0.000196584	1340.000000	0.00019975	1340.000000	2.28132e-08	
1360.000000	0.000172525	1360.000000	0.000199435	1360.000000	0.000196372	1360.000000	0.000196177	1360.000000	0.000199412	1360.000000	2.24996e-08	
1380.000000	0.00017226	1380.000000	0.000199117	1380.000000	0.000195985	1380.000000	0.000195787	1380.000000	0.000199095	1380.000000	2.21948e-08	
1400.000000	0.000172013	1400.000000	0.000198818	1400.000000	0.000195615	1400.000000	0.000195414	1400.000000	0.000198796	1400.000000	2.18983e-08	
1420.000000	0.000171784	1420.000000	0.000198537	1420.000000	0.000195261	1420.000000	0.000195057	1420.000000	0.000198516	1420.000000	2.161e-08	
1440.000000	0.000171572	1440.000000	0.000198275	1440.000000	0.00019492	1440.000000	0.000194716	1440.000000	0.000198253	1440.000000	2.13293e-08	
1460.000000	0.000171376	1460.000000	0.000198028	1460.000000	0.000194594	1460.000000	0.000194388	1460.000000	0.000198007	1460.000000	2.10561e-08	
1480.000000	0.000171197	1480.000000	0.000197799	1480.000000	0.000194281	1480.000000	0.000194075	1480.000000	0.000197778	1480.000000	2.079e-08	
1500.000000	0.000171033	1500.000000	0.000197584	1500.000000	0.00019398	1500.000000	0.000193775	1500.000000	0.000197564	1500.000000	2.05308e-08	
1520.000000	0.000170883	1520.000000	0.000197385	1520.000000	0.000193692	1520.000000	0.000193487	1520.000000	0.000197365	1520.000000	2.02781e-08	
1540.000000	0.000170748	1540.000000	0.0001972	1540.000000	0.000193416	1540.000000	0.000193212	1540.000000	0.00019718	1540.000000	2.00318e-08	
1560.000000	0.000170626	1560.000000	0.000197029	1560.000000	0.000193151	1560.000000	0.000192948	1560.000000	0.000197009	1560.000000	1.97916e-08	
