Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.055000	0.108146	0.055000	0.0984221	0.055000	0.0973029	0.055000	0.0973029	0.055000	0.0981531	0.055000	0.000269016	
0.060000	0.108867	0.060000	0.100202	0.060000	0.0985109	0.060000	0.0985109	0.060000	0.0999505	0.060000	0.00025105	
0.070000	0.108646	0.070000	0.102802	0.070000	0.100224	0.070000	0.100224	0.070000	0.10258	0.070000	0.000221945	
0.080000	0.106812	0.080000	0.104323	0.080000	0.101162	0.080000	0.101162	0.080000	0.104124	0.080000	0.000199325	
0.090000	0.103975	0.090000	0.104968	0.090000	0.101482	0.090000	0.101482	0.090000	0.104787	0.090000	0.000181195	
0.100000	0.100596	0.100000	0.10491	0.100000	0.101308	0.100000	0.101308	0.100000	0.104744	0.100000	0.00016631	
0.120000	0.0934043	0.120000	0.103258	0.120000	0.0998644	0.120000	0.0998644	0.120000	0.103115	0.120000	0.000143255	
0.140000	0.086659	0.140000	0.100296	0.140000	0.0974413	0.140000	0.0974413	0.140000	0.10017	0.140000	0.00012617	
0.160000	0.0808031	0.160000	0.0966571	0.160000	0.0944548	0.160000	0.0944548	0.160000	0.0965442	0.160000	0.000112961	
0.180000	0.0758553	0.180000	0.092748	0.180000	0.0911858	0.180000	0.0911858	0.180000	0.0926456	0.180000	0.000102418	
0.200000	0.0716922	0.200000	0.0888178	0.200000	0.0878205	0.200000	0.0878205	0.200000	0.088724	0.200000	9.37934e-05	
0.250000	0.063786	0.250000	0.0796805	0.250000	0.0796671	0.250000	0.0796671	0.250000	0.0796027	0.250000	7.77745e-05	
0.300000	0.0581486	0.300000	0.0719841	0.300000	0.0724419	0.300000	0.0724419	0.300000	0.0719174	0.300000	6.66776e-05	
0.350000	0.0538198	0.350000	0.0656751	0.350000	0.0662944	0.350000	0.0662944	0.350000	0.0656166	0.350000	5.85042e-05	
0.400000	0.0503094	0.400000	0.060499	0.400000	0.061123	0.400000	0.061123	0.400000	0.0604468	0.400000	5.22159e-05	
0.450000	0.0473551	0.450000	0.0562049	0.450000	0.0567663	0.450000	0.0567663	0.450000	0.0561577	0.450000	4.72175e-05	
0.500000	0.0448052	0.500000	0.0525915	0.500000	0.0530695	0.500000	0.0530695	0.500000	0.0525484	0.500000	4.31426e-05	
0.600000	0.0405721	0.600000	0.0468377	0.600000	0.047162	0.600000	0.047162	0.600000	0.0468008	0.600000	3.68849e-05	
0.700000	0.0371602	0.700000	0.0424318	0.700000	0.0426525	0.700000	0.0426525	0.700000	0.0423995	0.700000	3.22916e-05	
0.800000	0.0343302	0.800000	0.0389209	0.800000	0.0390837	0.800000	0.0390837	0.800000	0.0388921	0.800000	2.87675e-05	
0.900000	0.0319357	0.900000	0.0360373	0.900000	0.0361737	0.900000	0.0361737	0.900000	0.0360113	0.900000	2.59729e-05	
1.000000	0.0298786	1.000000	0.0336136	1.000000	0.0337433	1.000000	0.0337433	1.000000	0.0335899	1.000000	2.3699e-05	
1.250000	0.0258013	1.250000	0.0289237	1.250000	0.0290755	1.250000	0.0290755	1.250000	0.0289042	1.250000	1.95072e-05	
1.500000	0.0227637	1.500000	0.0255007	1.500000	0.0256887	1.500000	0.0256887	1.500000	0.0254841	1.500000	1.66291e-05	
1.750000	0.0204057	1.750000	0.0228707	1.750000	0.0230908	1.750000	0.0230908	1.750000	0.0228561	1.750000	1.45239e-05	
2.000000	0.0185181	2.000000	0.0207763	2.000000	0.021021	2.000000	0.021021	2.000000	0.0207634	2.000000	1.29133e-05	
2.250000	0.0169701	2.250000	0.0190635	2.250000	0.0193256	2.250000	0.0193256	2.250000	0.0190518	2.250000	1.16392e-05	
2.500000	0.0156087	2.500000	0.0176333	2.500000	0.0179071	2.500000	0.0179071	2.500000	0.0176227	2.500000	1.06046e-05	
3.000000	0.0136292	3.000000	0.015374	3.000000	0.015659	3.000000	0.015659	3.000000	0.015365	3.000000	9.02376e-06	
3.500000	0.0121269	3.500000	0.0136636	3.500000	0.0139498	3.500000	0.0139498	3.500000	0.0136558	3.500000	7.86984e-06	
4.000000	0.0109444	4.000000	0.0123196	4.000000	0.0126015	4.000000	0.0126015	4.000000	0.0123126	4.000000	6.98858e-06	
4.500000	0.00998762	4.500000	0.011233	4.500000	0.0115079	4.500000	0.0115079	4.500000	0.0112268	4.500000	6.29242e-06	
5.000000	0.00919619	5.000000	0.0103349	5.000000	0.0106013	5.000000	0.0106013	5.000000	0.0103292	5.000000	5.72786e-06	
5.500000	0.00852985	5.500000	0.00957899	5.500000	0.00983646	5.500000	0.00983646	5.500000	0.00957373	5.500000	5.26034e-06	
6.000000	0.00796053	6.000000	0.00893329	6.000000	0.00918168	6.000000	0.00918168	6.000000	0.00892843	6.000000	4.86649e-06	
6.500000	0.00746806	6.500000	0.00837481	6.500000	0.00861426	6.500000	0.00861426	6.500000	0.00837028	6.500000	4.52995e-06	
7.000000	0.00703756	7.000000	0.0078866	7.000000	0.00811743	7.000000	0.00811743	7.000000	0.00788236	7.000000	4.23888e-06	
7.500000	0.00665781	7.500000	0.00745589	7.500000	0.00767846	7.500000	0.00767846	7.500000	0.0074519	7.500000	3.98452e-06	
8.000000	0.00632014	8.000000	0.00707286	8.000000	0.00728758	8.000000	0.00728758	8.000000	0.0070691	8.000000	3.76025e-06	
8.500000	0.0060178	8.500000	0.00672984	8.500000	0.00693711	8.500000	0.00693711	8.500000	0.00672628	8.500000	3.56095e-06	
9.000000	0.00574541	9.000000	0.00642073	9.000000	0.00662096	9.000000	0.00662096	9.000000	0.00641734	9.000000	3.38262e-06	
9.500000	0.00549864	9.500000	0.00614062	9.500000	0.0063342	9.500000	0.0063342	9.500000	0.0061374	9.500000	3.22206e-06	
10.000000	0.00527398	10.000000	0.00606562	10.000000	0.00607282	10.000000	0.00607282	10.000000	0.00606255	10.000000	3.0767e-06	
11.000000	0.00487984	11.000000	0.00561676	11.000000	0.00560873	11.000000	0.00560878	11.000000	0.00561394	11.000000	2.82359e-06	
12.000000	0.00454511	12.000000	0.00523417	12.000000	0.00521474	12.000000	0.00521484	12.000000	0.00523156	12.000000	2.61055e-06	
13.000000	0.00425708	13.000000	0.00490401	13.000000	0.00487612	13.000000	0.00487618	13.000000	0.00490158	13.000000	2.42864e-06	
14.000000	0.00400644	14.000000	0.00461604	14.000000	0.00458191	14.000000	0.00458191	14.000000	0.00461377	14.000000	2.27141e-06	
15.000000	0.00378625	15.000000	0.00436258	15.000000	0.00432383	15.000000	0.00432384	15.000000	0.00436044	15.000000	2.13411e-06	
16.000000	0.00359116	16.000000	0.00413767	16.000000	0.00409575	16.000000	0.0040957	16.000000	0.00413566	16.000000	2.01311e-06	
17.000000	0.00341705	17.000000	0.0039367	17.000000	0.0038928	17.000000	0.0038926	17.000000	0.00393479	17.000000	1.90563e-06	
18.000000	0.00326065	18.000000	0.00375597	18.000000	0.00371094	18.000000	0.00371068	18.000000	0.00375416	18.000000	1.80951e-06	
19.000000	0.00311934	19.000000	0.00359254	19.000000	0.00354708	19.000000	0.00354682	19.000000	0.00359081	19.000000	1.72301e-06	
20.000000	0.00299099	20.000000	0.00344399	20.000000	0.00339877	20.000000	0.0033985	20.000000	0.00344234	20.000000	1.64473e-06	
21.000000	0.00287386	21.000000	0.00330836	21.000000	0.00326395	21.000000	0.00326366	21.000000	0.00330678	21.000000	1.57354e-06	
22.000000	0.00276653	22.000000	0.003184	22.000000	0.00314087	22.000000	0.00314059	22.000000	0.00318249	22.000000	1.50851e-06	
23.000000	0.00266779	23.000000	0.00306955	23.000000	0.00302814	23.000000	0.00302786	23.000000	0.0030681	23.000000	1.44885e-06	
24.000000	0.00257663	24.000000	0.00296385	24.000000	0.00292464	24.000000	0.00292425	24.000000	0.00296246	24.000000	1.39393e-06	
25.000000	0.00249218	25.000000	0.00286592	25.000000	0.00282931	25.000000	0.00282874	25.000000	0.00286458	25.000000	1.34318e-06	
27.000000	0.00234065	27.000000	0.00269013	27.000000	0.00265939	27.000000	0.00265868	27.000000	0.00268888	27.000000	1.25244e-06	
29.000000	0.00220846	29.000000	0.00253677	29.000000	0.00251271	29.000000	0.00251201	29.000000	0.00253559	29.000000	1.17363e-06	
31.000000	0.00209209	31.000000	0.00240174	31.000000	0.00238273	31.000000	0.00238202	31.000000	0.00240063	31.000000	1.10451e-06	
33.000000	0.0019888	33.000000	0.0022819	33.000000	0.00226527	33.000000	0.0022646	33.000000	0.00228085	33.000000	1.04339e-06	
35.000000	0.00189646	35.000000	0.00217479	35.000000	0.00216014	35.000000	0.00215955	35.000000	0.0021738	35.000000	9.88927e-07	
38.000000	0.00177491	38.000000	0.00203382	38.000000	0.00202192	38.000000	0.00202112	38.000000	0.00203291	38.000000	9.17497e-07	
41.000000	0.00166991	41.000000	0.00191213	41.000000	0.00190226	41.000000	0.00190144	41.000000	0.00191128	41.000000	8.56052e-07	
44.000000	0.00157824	44.000000	0.00180596	44.000000	0.00179763	44.000000	0.00179688	44.000000	0.00180516	44.000000	8.02611e-07	
47.000000	0.00149747	47.000000	0.00171249	47.000000	0.00170541	47.000000	0.0017047	47.000000	0.00171173	47.000000	7.55688e-07	
50.000000	0.00142573	50.000000	0.00162953	50.000000	0.00162346	50.000000	0.00162279	50.000000	0.00162882	50.000000	7.14146e-07	
55.000000	0.0013224	55.000000	0.00151019	55.000000	0.0015054	55.000000	0.00150478	55.000000	0.00150953	55.000000	6.54543e-07	
60.000000	0.00123515	60.000000	0.00140959	60.000000	0.00140574	60.000000	0.00140513	60.000000	0.00140898	60.000000	6.04449e-07	
65.000000	0.00116044	65.000000	0.00132359	65.000000	0.00132053	65.000000	0.00131981	65.000000	0.00132303	65.000000	5.61733e-07	
70.000000	0.00109569	70.000000	0.0012492	70.000000	0.00124656	70.000000	0.0012459	70.000000	0.00124867	70.000000	5.24859e-07	
75.000000	0.001039	75.000000	0.00118419	75.000000	0.00118185	75.000000	0.00118123	75.000000	0.0011837	75.000000	4.92692e-07	
80.000000	0.000988921	80.000000	0.00112687	80.000000	0.00112474	80.000000	0.00112415	80.000000	0.00112641	80.000000	4.64375e-07	
85.000000	0.000944337	85.000000	0.00107594	85.000000	0.00107393	85.000000	0.00107338	85.000000	0.0010755	85.000000	4.39248e-07	
90.000000	0.000904373	90.000000	0.00103038	90.000000	0.00102845	90.000000	0.00102791	90.000000	0.00102997	90.000000	4.16795e-07	
95.000000	0.000868329	95.000000	0.000989376	95.000000	0.000987595	95.000000	0.000986961	95.000000	0.000988979	95.000000	3.96605e-07	
100.000000	0.000835643	100.000000	0.000952265	100.000000	0.000950478	100.000000	0.000949872	100.000000	0.000951886	100.000000	3.7835e-07	
105.000000	0.000805856	105.000000	0.000918515	105.000000	0.000916699	105.000000	0.000916119	105.000000	0.000918153	105.000000	3.61759e-07	
110.000000	0.00077859	110.000000	0.000887685	110.000000	0.000885827	110.000000	0.000885269	110.000000	0.000887339	110.000000	3.46614e-07	
115.000000	0.00075353	115.000000	0.00085941	115.000000	0.000857496	115.000000	0.000856959	115.000000	0.000859077	115.000000	3.3273e-07	
120.000000	0.000730412	120.000000	0.00083338	120.000000	0.000831404	120.000000	0.000830886	120.000000	0.00083306	120.000000	3.19955e-07	
125.000000	0.000709014	125.000000	0.000809338	125.000000	0.000807295	125.000000	0.000806793	125.000000	0.00080903	125.000000	3.08159e-07	
130.000000	0.000689146	130.000000	0.000787061	130.000000	0.000784948	130.000000	0.000784462	130.000000	0.000786764	130.000000	2.97233e-07	
135.000000	0.000670645	135.000000	0.000766361	135.000000	0.000764166	135.000000	0.000763705	135.000000	0.000766074	135.000000	2.87083e-07	
140.000000	0.000653371	140.000000	0.000747076	140.000000	0.000744855	140.000000	0.00074436	140.000000	0.000746798	140.000000	2.77627e-07	
145.000000	0.000637204	145.000000	0.000729063	145.000000	0.000726828	145.000000	0.000726289	145.000000	0.000728794	145.000000	2.68797e-07	
150.000000	0.000622036	150.000000	0.000712201	150.000000	0.000709891	150.000000	0.000709368	150.000000	0.00071194	150.000000	2.6053e-07	
155.000000	0.00060068	155.000000	0.000696381	155.000000	0.000693995	155.000000	0.000693492	155.000000	0.000696128	155.000000	2.52776e-07	
160.000000	0.000588163	160.000000	0.00068151	160.000000	0.000679059	160.000000	0.000678565	160.000000	0.000681265	160.000000	2.45485e-07	
165.000000	0.000576359	165.000000	0.000667505	165.000000	0.000664988	165.000000	0.000664506	165.000000	0.000667266	165.000000	2.38619e-07	
170.000000	0.000565208	170.000000	0.000654291	170.000000	0.000651711	170.000000	0.000651241	170.000000	0.000654059	170.000000	2.3214e-07	
175.000000	0.000554657	175.000000	0.000641804	175.000000	0.000639164	175.000000	0.000638705	175.000000	0.000641578	175.000000	2.26016e-07	
180.000000	0.000544659	180.000000	0.000629984	180.000000	0.000627288	180.000000	0.000626838	180.000000	0.000629764	180.000000	2.20218e-07	
185.000000	0.000535169	185.000000	0.00061878	185.000000	0.000616031	185.000000	0.00061559	185.000000	0.000618565	185.000000	2.14721e-07	
190.000000	0.00052615	190.000000	0.000608144	190.000000	0.000605347	190.000000	0.000604913	190.000000	0.000607934	190.000000	2.09501e-07	
195.000000	0.000517567	195.000000	0.000598034	195.000000	0.000595185	195.000000	0.000594765	195.000000	0.00059783	195.000000	2.04538e-07	
200.000000	0.00050939	200.000000	0.000588413	200.000000	0.000585517	200.000000	0.000585108	200.000000	0.000588213	200.000000	1.99813e-07	
210.000000	0.000494138	210.000000	0.0005705	210.000000	0.000567587	210.000000	0.00056713	210.000000	0.000570309	210.000000	1.91011e-07	
220.000000	0.0004802	220.000000	0.000554165	220.000000	0.000551196	220.000000	0.000550741	220.000000	0.000553982	220.000000	1.82978e-07	
230.000000	0.000467409	230.000000	0.000539209	230.000000	0.000536177	230.000000	0.00053574	230.000000	0.000539034	230.000000	1.75616e-07	
240.000000	0.00045563	240.000000	0.000525465	240.000000	0.000522384	240.000000	0.000521959	240.000000	0.000525296	240.000000	1.68843e-07	
250.000000	0.000444747	250.000000	0.000512792	250.000000	0.000509671	250.000000	0.000509258	250.000000	0.000512629	250.000000	1.6259e-07	
260.000000	0.00043466	260.000000	0.00050107	260.000000	0.000497917	260.000000	0.000497515	260.000000	0.000500913	260.000000	1.568e-07	
270.000000	0.000425285	270.000000	0.000490197	270.000000	0.000487021	270.000000	0.000486629	270.000000	0.000490046	270.000000	1.51422e-07	
280.000000	0.000416549	280.000000	0.000480085	280.000000	0.000476892	280.000000	0.00047651	280.000000	0.000479939	280.000000	1.46412e-07	
290.000000	0.00040839	290.000000	0.000470658	290.000000	0.000467448	290.000000	0.000467081	290.000000	0.000470516	290.000000	1.41735e-07	
300.000000	0.000400751	300.000000	0.000461849	300.000000	0.000458661	300.000000	0.000458275	300.000000	0.000461712	300.000000	1.37357e-07	
310.000000	0.000393586	310.000000	0.000453601	310.000000	0.000450446	310.000000	0.000450034	310.000000	0.000453467	310.000000	1.33251e-07	
320.000000	0.000386852	320.000000	0.000445861	320.000000	0.00044271	320.000000	0.000442307	320.000000	0.000445732	320.000000	1.29392e-07	
330.000000	0.000380511	330.000000	0.000438586	330.000000	0.00043544	330.000000	0.000435049	330.000000	0.00043846	330.000000	1.25757e-07	
340.000000	0.00037453	340.000000	0.000431736	340.000000	0.000428604	340.000000	0.000428218	340.000000	0.000431614	340.000000	1.22328e-07	
350.000000	0.00036888	350.000000	0.000425275	350.000000	0.000422159	350.000000	0.00042178	350.000000	0.000425156	350.000000	1.19087e-07	
360.000000	0.000363534	360.000000	0.000419172	360.000000	0.000416075	360.000000	0.000415703	360.000000	0.000419056	360.000000	1.16019e-07	
370.000000	0.00035847	370.000000	0.000413399	370.000000	0.000410293	370.000000	0.000409927	370.000000	0.000413286	370.000000	1.13111e-07	
380.000000	0.000353666	380.000000	0.00040793	380.000000	0.00040482	380.000000	0.000404459	380.000000	0.00040782	380.000000	1.1035e-07	
390.000000	0.000349103	390.000000	0.000402743	390.000000	0.000399631	390.000000	0.000399276	390.000000	0.000402636	390.000000	1.07725e-07	
400.000000	0.000344763	400.000000	0.000397818	400.000000	0.000394707	400.000000	0.000394358	400.000000	0.000397712	400.000000	1.05226e-07	
410.000000	0.000340632	410.000000	0.000393135	410.000000	0.000390029	410.000000	0.000389684	410.000000	0.000393032	410.000000	1.02844e-07	
420.000000	0.000336694	420.000000	0.000388678	420.000000	0.00038558	420.000000	0.000385239	420.000000	0.000388577	420.000000	1.00572e-07	
430.000000	0.000332938	430.000000	0.000384431	430.000000	0.000381343	430.000000	0.000381007	430.000000	0.000384333	430.000000	9.84007e-08	
440.000000	0.000329351	440.000000	0.000380381	440.000000	0.000377301	440.000000	0.000376973	440.000000	0.000380285	440.000000	9.63247e-08	
450.000000	0.000325922	450.000000	0.000376515	450.000000	0.000373449	450.000000	0.000373124	450.000000	0.000376421	450.000000	9.43375e-08	
460.000000	0.000322643	460.000000	0.000372821	460.000000	0.000369783	460.000000	0.000369449	460.000000	0.000372729	460.000000	9.24333e-08	
470.000000	0.000319503	470.000000	0.000369289	470.000000	0.000366287	470.000000	0.000365938	470.000000	0.000369198	470.000000	9.06071e-08	
480.000000	0.000316495	480.000000	0.000365908	480.000000	0.000362937	480.000000	0.000362579	480.000000	0.000365819	480.000000	8.88541e-08	
490.000000	0.000313611	490.000000	0.00036267	490.000000	0.000359719	490.000000	0.000359363	490.000000	0.000362583	490.000000	8.71699e-08	
500.000000	0.000310843	500.000000	0.000359567	500.000000	0.000356632	500.000000	0.000356283	500.000000	0.000359481	500.000000	8.55505e-08	
520.000000	0.000305632	520.000000	0.000353733	520.000000	0.000350839	520.000000	0.000350498	520.000000	0.00035365	520.000000	8.24917e-08	
540.000000	0.000300817	540.000000	0.000348351	540.000000	0.000345503	540.000000	0.000345167	540.000000	0.000348272	540.000000	7.96509e-08	
560.000000	0.000296356	560.000000	0.000343375	560.000000	0.000340572	560.000000	0.000340243	560.000000	0.000343298	560.000000	7.70056e-08	
580.000000	0.000292215	580.000000	0.000338764	580.000000	0.000336007	580.000000	0.000335683	580.000000	0.000338689	580.000000	7.4536e-08	
600.000000	0.000288363	600.000000	0.000334481	600.000000	0.000331771	600.000000	0.000331452	600.000000	0.000334409	600.000000	7.22249e-08	
620.000000	0.000284774	620.000000	0.000330496	620.000000	0.000327833	620.000000	0.000327518	620.000000	0.000330426	620.000000	7.00574e-08	
640.000000	0.000281425	640.000000	0.000326783	640.000000	0.000324165	640.000000	0.000323854	640.000000	0.000326715	640.000000	6.80204e-08	
660.000000	0.000278294	660.000000	0.000323316	660.000000	0.00032074	660.000000	0.000320435	660.000000	0.00032325	660.000000	6.61023e-08	
680.000000	0.000275364	680.000000	0.000320074	680.000000	0.000317538	680.000000	0.00031724	680.000000	0.00032001	680.000000	6.42928e-08	
700.000000	0.000272618	700.000000	0.00031704	700.000000	0.00031455	700.000000	0.000314249	700.000000	0.000316977	700.000000	6.2583e-08	
720.000000	0.000270042	720.000000	0.000314195	720.000000	0.000311759	720.000000	0.000311446	720.000000	0.000314134	720.000000	6.09647e-08	
740.000000	0.000267623	740.000000	0.000311525	740.000000	0.000309139	740.000000	0.000308814	740.000000	0.000311465	740.000000	5.94307e-08	
760.000000	0.000265349	760.000000	0.000309016	760.000000	0.000306665	760.000000	0.000306341	760.000000	0.000308958	760.000000	5.79744e-08	
780.000000	0.000263209	780.000000	0.000306657	780.000000	0.000304333	780.000000	0.000304015	780.000000	0.000306601	780.000000	5.65901e-08	
800.000000	0.000261194	800.000000	0.000304437	800.000000	0.000302136	800.000000	0.000301823	800.000000	0.000304381	800.000000	5.52725e-08	
820.000000	0.000259295	820.000000	0.000302344	820.000000	0.000300068	820.000000	0.000299757	820.000000	0.00030229	820.000000	5.40168e-08	
840.000000	0.000257505	840.000000	0.000300372	840.000000	0.000298115	840.000000	0.000297807	840.000000	0.000300319	840.000000	5.28188e-08	
860.000000	0.000255816	860.000000	0.00029851	860.000000	0.000296271	860.000000	0.000295964	860.000000	0.000298459	860.000000	5.16744e-08	
880.000000	0.000254222	880.000000	0.000296753	880.000000	0.000294526	880.000000	0.000294223	880.000000	0.000296703	880.000000	5.05802e-08	
900.000000	0.000252717	900.000000	0.000295093	900.000000	0.000292875	900.000000	0.000292574	900.000000	0.000295044	900.000000	4.95328e-08	
920.000000	0.000251295	920.000000	0.000293524	920.000000	0.000291312	920.000000	0.000291013	920.000000	0.000293475	920.000000	4.85294e-08	
940.000000	0.000249951	940.000000	0.00029204	940.000000	0.000289831	940.000000	0.000289534	940.000000	0.000291993	940.000000	4.7567e-08	
960.000000	0.000248681	960.000000	0.000290637	960.000000	0.000288426	960.000000	0.000288131	960.000000	0.00029059	960.000000	4.66434e-08	
980.000000	0.000247481	980.000000	0.000289308	980.000000	0.000287093	980.000000	0.0002868	980.000000	0.000289262	980.000000	4.57561e-08	
1000.000000	0.000246346	1000.000000	0.000288051	1000.000000	0.000285827	1000.000000	0.000285536	1000.000000	0.000288006	1000.000000	4.49029e-08	
1020.000000	0.000245273	1020.000000	0.00028686	1020.000000	0.000284624	1020.000000	0.000284335	1020.000000	0.000286816	1020.000000	4.40821e-08	
1040.000000	0.000244259	1040.000000	0.000285732	1040.000000	0.00028348	1040.000000	0.000283193	1040.000000	0.000285689	1040.000000	4.32917e-08	
1060.000000	0.0002433	1060.000000	0.000284664	1060.000000	0.000282392	1060.000000	0.000282107	1060.000000	0.000284622	1060.000000	4.253e-08	
1080.000000	0.000242394	1080.000000	0.000283653	1080.000000	0.000281357	1080.000000	0.000281073	1080.000000	0.000283611	1080.000000	4.17955e-08	
1100.000000	0.000241537	1100.000000	0.000282694	1100.000000	0.000280372	1100.000000	0.00028009	1100.000000	0.000282653	1100.000000	4.10868e-08	
1120.000000	0.000240728	1120.000000	0.000281786	1120.000000	0.000279434	1120.000000	0.000279153	1120.000000	0.000281746	1120.000000	4.04025e-08	
1140.000000	0.000239964	1140.000000	0.000280926	1140.000000	0.00027854	1140.000000	0.00027826	1140.000000	0.000280886	1140.000000	3.97414e-08	
1160.000000	0.000239243	1160.000000	0.000280111	1160.000000	0.000277688	1160.000000	0.000277409	1160.000000	0.000280072	1160.000000	3.91022e-08	
1180.000000	0.000238563	1180.000000	0.00027934	1180.000000	0.000276875	1180.000000	0.000276598	1180.000000	0.000279301	1180.000000	3.84839e-08	
1200.000000	0.000237921	1200.000000	0.000278609	1200.000000	0.0002761	1200.000000	0.000275824	1200.000000	0.000278571	1200.000000	3.78855e-08	
1220.000000	0.000237317	1220.000000	0.000277918	1220.000000	0.000275359	1220.000000	0.000275085	1220.000000	0.000277881	1220.000000	3.7306e-08	
1240.000000	0.000236748	1240.000000	0.000277264	1240.000000	0.000274652	1240.000000	0.000274381	1240.000000	0.000277227	1240.000000	3.67446e-08	
1260.000000	0.000236213	1260.000000	0.000276645	1260.000000	0.000273978	1260.000000	0.000273708	1260.000000	0.000276609	1260.000000	3.62003e-08	
1280.000000	0.00023571	1280.000000	0.00027606	1280.000000	0.000273334	1280.000000	0.000273066	1280.000000	0.000276025	1280.000000	3.56724e-08	
1300.000000	0.000235239	1300.000000	0.000275508	1300.000000	0.000272721	1300.000000	0.000272453	1300.000000	0.000275473	1300.000000	3.51602e-08	
1320.000000	0.000234797	1320.000000	0.000274986	1320.000000	0.000272137	1320.000000	0.000271867	1320.000000	0.000274952	1320.000000	3.4663e-08	
1340.000000	0.000234384	1340.000000	0.000274494	1340.000000	0.00027158	1340.000000	0.000271307	1340.000000	0.00027446	1340.000000	3.41801e-08	
1360.000000	0.000233997	1360.000000	0.00027403	1360.000000	0.000271049	1360.000000	0.000270772	1360.000000	0.000273997	1360.000000	3.37109e-08	
1380.000000	0.000233638	1380.000000	0.000273594	1380.000000	0.000270542	1380.000000	0.000270261	1380.000000	0.00027356	1380.000000	3.32548e-08	
1400.000000	0.000233303	1400.000000	0.000273183	1400.000000	0.000270057	1400.000000	0.000269773	1400.000000	0.00027315	1400.000000	3.28113e-08	
1420.000000	0.000232992	1420.000000	0.000272797	1420.000000	0.000269594	1420.000000	0.000269306	1420.000000	0.000272764	1420.000000	3.23798e-08	
1440.000000	0.000232705	1440.000000	0.000272434	1440.000000	0.00026915	1440.000000	0.00026886	1440.000000	0.000272402	1440.000000	3.19599e-08	
1460.000000	0.00023244	1460.000000	0.000272095	1460.000000	0.000268725	1460.000000	0.000268434	1460.000000	0.000272063	1460.000000	3.15511e-08	
1480.000000	0.000232196	1480.000000	0.000271777	1480.000000	0.000268317	1480.000000	0.000268026	1480.000000	0.000271746	1480.000000	3.11529e-08	
1500.000000	0.000231973	1500.000000	0.000271481	1500.000000	0.000267927	1500.000000	0.000267636	1500.000000	0.00027145	1500.000000	3.0765e-08	
1520.000000	0.000231771	1520.000000	0.000271204	1520.000000	0.000267554	1520.000000	0.000267264	1520.000000	0.000271174	1520.000000	3.0387e-08	
1540.000000	0.000231587	1540.000000	0.000270947	1540.000000	0.000267196	1540.000000	0.000266908	1540.000000	0.000270917	1540.000000	3.00184e-08	
1560.000000	0.000231422	1560.000000	0.000270709	1560.000000	0.000266855	1560.000000	0.000266568	1560.000000	0.00027068	1560.000000	2.96589e-08	
